item_code,pb_height,sol_height,pb_coords,sol_coords,item_sector,item_ref_25,item_ref_26,item_ref_27,item_ref_28,item_ref_29,item_ref_30,item_ref_31,item_ref_32,item_ref_33,item_ref_34,item_ref_35,item_ref_36,item_ref_37,item_ref_38,item_ref_39,item_ref_40,item_ref_41,item_ref_42,item_ref_43,item_ref_44,item_ref_45
E1aaaHY250023,203.66929133858275,"[21.968503937007878, 22.960629921259844, 22.960629921259844, 86.31496062992126, 86.31496062992126, 86.31496062992126, 86.31496062992126, 86.31496062992126]","[65.1968503937008, 382.6771653543307, 1153.7007874015749, np.float64(950.0314960629921)]","[[493.228346456693, 776.6929133858268, 1054.488188976378, 1032.5196850393702, 'Ans', 1], [493.228346456693, 776.6929133858268, 1027.5590551181103, 1004.5984251968505, 'a', 2], [493.228346456693, 776.6929133858268, 999.4960629921261, 976.5354330708662, 'b', 3], [493.228346456693, 776.6929133858268, 971.5748031496064, 885.2598425196852, 'c', 4], [493.228346456693, 776.6929133858268, 880.2992125984254, 793.984251968504, 'Arrow', 5], [493.228346456693, 776.6929133858268, 788.8818897637797, 702.5669291338584, 'Clip', 6], [493.228346456693, 776.6929133858268, 697.6062992125985, 611.2913385826773, 'Check', 7], [493.228346456693, 776.6929133858268, 606.3307086614175, 520.0157480314962, 'Warning', 8]]",,,,,,,,,,,,,,,,,,,,,,
